Hora;Temp
17:33:22;52.8
17:33:22;52.8
17:33:23;53.0
17:33:23;53.1
17:33:24;53.2
17:33:25;53.2
17:33:26;53.3
17:33:26;53.3
17:33:27;53.5
17:33:27;53.6
17:33:28;53.7
17:33:28;53.8
17:33:29;54.0
17:33:29;54.1
17:33:30;54.2
17:33:30;54.3
17:33:31;54.5
17:33:32;54.6
17:33:32;54.7
17:33:33;54.8
17:33:33;54.9
17:33:34;55.0
17:33:35;55.1
17:33:35;55.3
17:33:36;55.3
17:33:36;55.4
17:33:37;55.5
17:33:37;55.6
17:33:38;55.7
17:33:39;55.7
17:33:39;55.8
17:33:40;56.0
17:33:40;56.1
17:33:41;56.2
17:33:41;56.3
17:33:42;56.4
17:33:42;56.5
17:33:44;56.6
17:33:44;56.7
17:33:45;56.8
17:33:45;57.0
17:33:46;57.0
17:33:47;57.1
17:33:47;57.3
17:33:48;57.4
17:33:49;57.5
17:33:49;57.5
17:33:50;57.6
17:33:50;57.7
17:33:51;57.8
17:33:51;57.9
17:33:52;58.0
17:33:52;58.1
17:33:54;58.2
17:33:54;58.3
17:33:55;58.5
17:33:55;58.6
17:33:56;58.6
17:33:57;58.8
17:33:57;58.8
17:33:58;59.0
17:33:59;59.1
17:33:59;59.1
17:34:00;59.1
17:34:00;59.3
17:34:01;59.3
17:34:01;59.5
17:34:02;59.5
17:34:02;59.6
17:34:03;59.7
17:34:04;59.8
17:34:04;60.0
17:34:05;60.0
17:34:06;60.0
17:34:07;60.1
17:34:07;60.1
17:34:08;60.3
17:34:08;60.3
17:34:09;60.5
17:34:09;60.5
17:34:10;60.6
17:34:11;60.7
17:34:11;60.8
17:34:12;60.9
17:34:12;61.0
17:34:13;61.1
17:34:14;61.1
17:34:14;61.2
17:34:15;61.3
17:34:16;61.4
17:34:17;61.5
17:34:17;61.6
17:34:18;61.6
17:34:19;61.8
17:34:19;61.8
17:34:20;61.9
17:34:20;61.9
17:34:21;61.9
17:34:21;62.0
17:34:22;62.1
17:34:22;62.1
17:34:23;62.2
17:34:23;62.3
17:34:24;62.4
17:34:24;62.5
17:34:25;62.6
17:34:26;62.6
17:34:26;62.7
17:34:27;62.8
17:34:28;62.8
17:34:28;62.9
17:34:29;63.0
17:34:29;63.0
17:34:30;63.1
17:34:30;63.2
17:34:31;63.3
17:34:32;63.3
17:34:33;63.5
17:34:33;63.5
17:34:34;63.5
17:34:34;63.6
17:34:35;63.6
17:34:35;63.8
17:34:36;63.8
17:34:36;63.9
17:34:37;64.0
17:34:38;64.1
17:34:38;64.1
17:34:39;64.1
17:34:39;64.3
17:34:40;64.3
17:34:40;64.4
17:34:41;64.5
17:34:42;64.5
17:34:42;64.6
17:34:43;64.6
17:34:43;64.7
17:34:44;64.7
17:34:44;64.8
17:34:45;64.9
17:34:45;65.0
17:34:46;65.0
17:34:46;65.1
17:34:47;65.1
17:34:47;65.3
17:34:49;65.3
17:34:49;65.4
17:34:50;65.5
17:34:50;65.6
17:34:51;65.6
17:34:52;65.7
17:34:52;65.8
17:34:53;65.8
17:34:54;66.0
17:34:54;66.0
17:34:55;66.1
17:34:55;66.1
17:34:56;66.2
17:34:57;66.2
17:34:57;66.3
17:34:58;66.4
17:34:58;66.5
17:34:59;66.5
17:34:59;66.6
17:35:00;66.6
17:35:01;66.7
17:35:02;66.8
17:35:02;66.9
17:35:03;67.0
17:35:04;67.0
17:35:04;67.1
17:35:05;67.2
17:35:05;67.3
17:35:06;67.3
17:35:07;67.4
17:35:07;67.5
17:35:08;67.6
17:35:09;67.6
17:35:10;67.7
17:35:10;67.8
17:35:11;67.8
17:35:12;67.9
17:35:12;68.0
17:35:13;68.1
17:35:13;68.1
17:35:14;68.2
17:35:15;68.3
17:35:15;68.3
17:35:16;68.4
17:35:17;68.5
17:35:18;68.5
17:35:18;68.6
17:35:19;68.6
17:35:19;68.6
17:35:20;68.8
17:35:20;68.8
17:35:21;68.9
17:35:22;69.0
17:35:22;69.0
17:35:23;69.1
17:35:23;69.1
17:35:24;69.2
17:35:25;69.2
17:35:25;69.3
17:35:26;69.3
17:35:26;69.4
17:35:27;69.5
17:35:27;69.6
17:35:28;69.6
17:35:29;69.7
17:35:29;69.8
17:35:30;69.8
17:35:30;69.9
17:35:32;70.0
17:35:32;70.0
17:35:33;70.1
17:35:33;70.1
17:35:34;70.1
17:35:34;70.2
17:35:35;70.3
17:35:35;70.3
17:35:36;70.4
17:35:37;70.5
17:35:37;70.5
17:35:38;70.6
17:35:39;70.6
17:35:39;70.7
17:35:40;70.8
17:35:40;70.9
17:35:42;71.0
17:35:42;71.0
17:35:43;71.1
17:35:43;71.1
17:35:44;71.1
17:35:44;71.2
17:35:45;71.3
17:35:45;71.3
17:35:46;71.4
17:35:47;71.5
17:35:47;71.5
17:35:48;71.6
17:35:49;71.6
17:35:49;71.7
17:35:50;71.8
17:35:50;71.8
17:35:51;71.8
17:35:52;71.9
17:35:52;72.0
17:35:53;72.0
17:35:54;72.1
17:35:55;72.1
17:35:55;72.2
17:35:56;72.3
17:35:57;72.3
17:35:57;72.4
17:35:58;72.5
17:35:58;72.5
17:35:59;72.5
17:36:00;72.5
17:36:00;72.6
17:36:01;72.6
17:36:01;72.7
17:36:02;72.7
17:36:02;72.8
17:36:03;72.8
17:36:03;72.9
17:36:04;73.0
17:36:04;73.0
17:36:05;73.0
17:36:05;73.0
17:36:06;73.0
17:36:06;73.1
17:36:07;73.1
17:36:07;73.2
17:36:08;73.3
17:36:08;73.3
17:36:09;73.4
17:36:10;73.5
17:36:11;73.5
17:36:11;73.5
17:36:12;73.6
17:36:13;73.6
17:36:13;73.7
17:36:14;73.8
17:36:14;73.8
17:36:15;73.8
17:36:16;73.9
17:36:16;74.0
17:36:17;74.0
17:36:17;74.0
17:36:18;74.1
17:36:18;74.1
17:36:19;74.1
17:36:20;74.1
17:36:20;74.2
17:36:21;74.3
17:36:21;74.3
17:36:22;74.3
17:36:22;74.4
17:36:23;74.4
17:36:23;74.5
17:36:24;74.5
17:36:24;74.6
17:36:25;74.6
17:36:26;74.6
17:36:26;74.6
17:36:27;74.7
17:36:27;74.8
17:36:28;74.8
17:36:29;74.8
17:36:29;74.9
17:36:30;75.0
17:36:30;75.0
17:36:31;75.0
17:36:32;75.0
17:36:32;75.1
17:36:33;75.1
17:36:33;75.1
17:36:34;75.2
17:36:34;75.3
17:36:35;75.3
17:36:36;75.3
17:36:36;75.3
17:36:37;75.4
17:36:37;75.5
17:36:38;75.5
17:36:38;75.6
17:36:39;75.6
17:36:39;75.6
17:36:41;75.7
17:36:41;75.7
17:36:42;75.8
17:36:42;75.8
17:36:43;75.9
17:36:44;75.9
17:36:44;76.0
17:36:45;76.0
17:36:46;76.0
17:36:46;76.1
17:36:47;76.1
17:36:47;76.1
17:36:48;76.1
17:36:48;76.2
17:36:49;76.3
17:36:49;76.3
17:36:50;76.3
17:36:51;76.3
17:36:52;76.4
17:36:52;76.4
17:36:53;76.5
17:36:53;76.5
17:36:54;76.5
17:36:54;76.5
17:36:55;76.5
17:36:55;76.6
17:36:56;76.6
17:36:56;76.6
17:36:57;76.7
17:36:57;76.7
17:36:58;76.8
17:36:58;76.8
17:36:59;76.8
17:36:59;76.9
17:37:00;77.0
17:37:00;77.0
17:37:01;77.0
17:37:01;77.0
17:37:02;77.1
17:37:02;77.1
17:37:03;77.1
17:37:04;77.2
17:37:04;77.3
17:37:05;77.3
17:37:06;77.3
17:37:06;77.4
17:37:07;77.5
17:37:07;77.5
17:37:08;77.5
17:37:09;77.5
17:37:09;77.5
17:37:10;77.6
17:37:10;77.6
17:37:11;77.6
17:37:11;77.7
17:37:12;77.8
17:37:13;77.8
17:37:14;77.8
17:37:14;77.8
17:37:15;77.9
17:37:16;78.0
17:37:16;78.0
17:37:17;78.0
17:37:17;78.1
17:37:18;78.1
17:37:19;78.1
17:37:19;78.2
17:37:20;78.2
17:37:21;78.3
17:37:22;78.3
17:37:22;78.3
17:37:23;78.4
17:37:24;78.5
17:37:24;78.5
17:37:25;78.5
17:37:25;78.5
17:37:26;78.6
17:37:27;78.6
17:37:27;78.6
17:37:28;78.6
17:37:28;78.7
17:37:29;78.8
17:37:29;78.8
17:37:30;78.8
17:37:31;78.8
17:37:31;78.9
17:37:32;78.9
17:37:32;79.0
17:37:33;79.0
17:37:33;79.0
17:37:34;79.0
17:37:34;79.1
17:37:35;79.1
17:37:35;79.1
17:37:36;79.1
17:37:36;79.2
17:37:38;79.2
17:37:38;79.3
17:37:39;79.3
17:37:39;79.3
17:37:40;79.3
17:37:41;79.4
17:37:41;79.4
17:37:42;79.5
17:37:42;79.5
17:37:43;79.5
17:37:43;79.5
17:37:44;79.6
17:37:45;79.6
17:37:45;79.6
17:37:46;79.6
17:37:46;79.6
17:37:47;79.7
17:37:47;79.7
17:37:48;79.8
17:37:48;79.8
17:37:50;79.8
17:37:50;79.9
17:37:51;79.9
17:37:51;80.0
