Hora;Temp
17:28:40;31.0
17:28:41;31.0
17:28:42;31.0
17:28:42;31.0
17:28:43;31.0
17:28:43;31.0
17:28:44;31.0
17:28:44;31.0
17:28:45;31.0
17:28:45;31.0
17:28:47;31.0
17:28:47;31.0
17:28:48;31.0
17:28:48;31.0
17:28:49;31.0
17:28:49;31.1
17:28:50;31.1
17:28:50;31.1
17:28:51;31.1
17:28:51;31.1
17:28:52;31.2
17:28:52;31.2
17:28:53;31.2
17:28:54;31.2
17:28:54;31.3
17:28:55;31.3
17:28:56;31.3
17:28:56;31.3
17:28:57;31.3
17:28:57;31.3
17:28:58;31.3
17:28:58;31.3
17:28:59;31.3
17:28:59;31.3
17:29:00;31.3
17:29:00;31.3
17:29:01;31.3
17:29:01;31.3
17:29:02;31.4
17:29:02;31.4
17:29:03;31.4
17:29:03;31.4
17:29:04;31.4
17:29:04;31.4
17:29:05;31.5
