Hora;Temp
17:43:41;40.5
17:43:42;40.5
17:43:43;40.6
17:43:43;40.7
17:43:44;40.9
17:43:45;41.1
17:43:46;41.4
17:43:46;41.4
17:43:47;41.7
17:43:47;41.7
17:43:48;42.0
17:43:48;42.3
17:43:49;42.6
17:43:49;43.0
17:43:50;43.4
17:43:50;43.8
17:43:51;44.1
17:43:51;44.5
17:43:52;44.8
17:43:53;45.2
17:43:53;45.6
17:43:54;46.0
17:43:55;46.3
17:43:55;46.7
17:43:56;47.1
17:43:56;47.5
17:43:58;47.5
17:43:58;47.8
17:43:59;48.1
17:43:59;48.5
17:44:00;48.9
17:44:00;49.3
17:44:01;49.6
17:44:01;50.0
17:44:02;50.3
17:44:03;50.6
17:44:03;51.0
17:44:04;51.4
17:44:05;51.7
17:44:05;52.1
17:44:06;52.5
17:44:06;52.8
17:44:07;53.1
17:44:08;53.5
17:44:08;53.8
17:44:09;54.1
17:44:10;54.5
17:44:11;54.8
17:44:11;55.1
17:44:12;55.5
17:44:13;55.8
17:44:13;56.1
17:44:14;56.4
17:44:14;56.4
17:44:15;56.8
17:44:15;57.1
17:44:16;57.4
17:44:16;57.7
17:44:17;58.0
17:44:18;58.3
17:44:18;58.6
17:44:19;59.0
17:44:20;59.3
17:44:21;59.6
17:44:21;59.6
17:44:22;59.8
17:44:22;60.1
17:44:23;60.1
17:44:23;60.5
17:44:24;60.8
17:44:24;60.8
17:44:25;61.3
17:44:25;61.6
17:44:26;62.0
17:44:27;62.2
17:44:27;62.5
17:44:28;62.8
17:44:28;63.1
17:44:29;63.3
17:44:30;63.6
17:44:30;63.9
17:44:31;64.2
17:44:32;64.5
17:44:32;64.8
17:44:33;65.0
17:44:34;65.3
17:44:35;65.6
17:44:35;65.9
17:44:36;66.1
17:44:36;66.5
17:44:37;66.7
17:44:38;67.0
17:44:38;67.2
17:44:39;67.5
17:44:40;67.5
17:44:40;67.8
17:44:41;68.0
17:44:41;68.3
17:44:42;68.6
17:44:42;68.8
17:44:43;69.0
17:44:43;69.3
17:44:45;69.6
17:44:45;69.8
17:44:46;70.1
17:44:46;70.1
17:44:47;70.3
17:44:47;70.5
17:44:48;70.8
17:44:48;71.0
17:44:49;71.3
17:44:50;71.6
17:44:50;71.8
17:44:51;72.0
17:44:52;72.3
17:44:52;72.5
17:44:53;72.8
17:44:53;73.0
17:44:54;73.0
17:44:55;73.2
17:44:55;73.5
17:44:56;73.7
17:44:56;73.7
17:44:57;74.0
17:44:57;74.1
17:44:58;74.4
17:44:58;74.6
17:44:59;74.6
17:44:59;74.8
17:45:00;75.1
17:45:00;75.3
17:45:01;75.6
17:45:01;75.8
17:45:02;76.0
17:45:03;76.3
17:45:04;76.5
17:45:04;76.7
17:45:05;76.9
17:45:06;77.1
17:45:06;77.4
17:45:07;77.6
17:45:07;77.8
17:45:08;78.0
17:45:09;78.3
17:45:09;78.5
17:45:10;78.7
17:45:11;78.9
17:45:12;79.1
17:45:12;79.4
17:45:13;79.6
17:45:14;79.8
17:45:14;80.0
